Category, Entry
COMMUNIST PARTY,"COMMUNIST INTERNATIONAL, THE (in) 1st of mo. P. O. Box 148, Station D, New York, N. Y. Official organ The Executive Committee of the Com munist International CP. Est. 1924, 6i/2 by 9i/2 in., 90 pp. av., $1.75 per yr., 15c per issue. National labor and general news. Book reviews. No ads."
COMMUNIST PARTY,"DAILY WORKER (d). 50 E. 13th St., New York, N. Y. Official organ Communist Party. U. S. A. (Central). CP. Est. 1924, 8 cols., 8 pp., $6 per yr., 3c per issue. C. A. Hathaway, ed. Local and national labor and general news. Radio, sports, comics, movies, drama, women's section. Local and national ads, classified ads. Uses mats. 30,598 circ., estimated daily. UP, FP, ICN. (Ownership recently transferred to the Freedom of the Press Company.)"
COMMUNIST PARTY,"NATIONAL ISSUES (m) 1st of mo. Edit, add., 35 E. 12th St., New York, N. Y. Pubn. add., P. O. Box 148, Station D, New York, N. Y. Official organ Communist Party, U. S. A. CP. Est. 1939, 8i/2 by 11 in., 28 pp. av., $1.25 per yr., 15c per issue. Gene Dennis, ed. National labor and general news. No ads."
COMMUNIST PARTY,"PEOPLE'S DAILY WORLD (d. ex. Sun.). 583 Mar ket St., San Francisco, Calif. World Publishing Company, pubr. CP. Est. 1938, 8 cols., 6 pp.. $6 per yr., 5c per issue. Harrison George, ed. Col umnist: Harry Cannes. Local and national labor and general news. Sports, radio, want ads, maga zine Section on Sat. Local ads. Uses mats. FP, ICN."
COMMUNIST PARTY,"SUNDAY WORKER THE (w) Sun. 50 E. 13th St., New York, N. Y. Official organ Communist Party of the United States of America. Est. 1936, 5 cols., 5c per issue. Clarence Hathaway, ed. Local and national labor and general news. Local ads. Uses mats. 72,000 circ., estimated. UP. (Ownership recently transferred to the Freedom of the Press Company.)"
COMMUNIST PARTY,"YOUNG COMMUNIST REVIEW (m) 1st of mo. 799 Broadway, New York, N. Y. Official organ National Council, Young Communist League, USA. Est. 1935, 734, by 10% in., 30 pp., 10c per issue. Local and national labor and general news. No ads. Uses mats."
SOCIALIST PARTY,"ARISE (m) 1st of mo. 810 Locust St., Philadelphia, Pa. Official organ Young People's Socialist League. SP. Est. 1939, 5 cols., 4 pp., 3c per issue. Bill Hollister, ed. Local and national labor and general news. No ads. Uses mats."
SOCIALIST PARTY,"L. I. D. NEWS BULLETIN (w) 1st of mo. 112 E. 19th St., New York, N. Y. Official organ League for Industrial Democracy. SP. Est. 1934, 8i/2 by 11 in., 8 pp. National labor and general news. No ads."
SOCIALIST PARTY,"SOCIALIST CALL (f ) . Edit, add., 549 Randolph St., Chicago, Ill. Pubn. add., 540 Juneau Ave., Milwaukee, Wis. Official organ Socialist Party of the U. S. A. SP. Est. 1935, 8 cols., 4 pp., $1 per yr., 5c per issue. Gerry Allard, ed. Local and national labor and general news. Sports radio, book re views. Local and national ads. Uses mats. "
FARMER-LABOR GROUPS,"ANCHOR (w) Thurs. Russell, Minn. Official organ Farmer-Labor Association of Lyown County. Est. 1907, 6 cols., $1.50 per yr. H. G. Wallin, ed. Uses mats. 400 circ., estimated. WNU."
FARMER-LABOR GROUPS,"BOVEY PRESS, THE (w) Fri. Bovey, Minn. Offi cial organ Farmer-Labor Association. Est. 1923, 7 cols., $2 per yr. H. S. Barnes, ed. Uses mats. 450 circ., estimated."
FARMER-LABOR GROUPS,"FARMER'S INDEPENDENT (w) Thurs. Bagley, Minn. Official organ Farmer-Labor Association of Clearwater County. Est. 1918, 7 cols., $1.50 per yr. F. S. Jesness, ed. Uses mats. 1,000 circ., esti mated."
FARMER-LABOR GROUPS,"FARMERS UNION HERALD, THE (m) 1st of mo. 1200 N. Concord St., South St. Paul, Minn. Official organ Farmers Union Central Exchange. Ind. Est. 1927, 7 cols., 6 pp., 50c per yr. A. W. Ricker, ed. Local and national farmer-labor news. Comics, Junior and Juvenile Department. Local and na tional ads. ; classified ads. Uses mats. 105,000 circ., estimated."
FARMER-LABOR GROUPS,"HOOSIER FARMER, THE (m) 1st of mo. Edit, add., 600 Farm Bureau Bldg., Indianapolis, Ind. Pubn. add., 165 S. Main St., Spencer, Ind. Official organ Indiana Farm Bureau, Inc. Ind. Est. 1916, 8 by 12 in., 34 pp., 50c per yr. E. C. Foust, ed. Local farmer-labor news. Women's page. Local and na tional ads; classified ads. Uses mats. 51,000 circ., estimated."
FARMER-LABOR GROUPS,"LOUISIANA FARMERS' UNION NEWS (b-m) 1st of mo. 414 Godchaux Bldg., New Orleans, La. Official organ Louisiana Farmers' Union. Ind. Est. 1938, 8l/2 by 11 in., 3 pp. Margery Dallet, ed. Local and national farmer-labor news. No ads."
FARMER-LABOR GROUPS,"MARSHALL COUNTY STAR (w). Box A, Warren, Minn. Official organ Marshall County Farmer-Labor Association. Est. 1936. Verner Nelson, ed. 1,800 circ., estimated."
FARMER-LABOR GROUPS,"MEEKER COUNTY NEWS (w) Thur. Litchfield, Minn. Official organ Farmer-Labor Association. Est, 1894, 7 cols., $2 per yr. P. J. Palm, ed. Uses mats. 3,000 circ., estimated."
FARMER-LABOR GROUPS,"MINNESOTA LEADER, THE (f ) Sat. 416 N. Frank lin St., St. Paul, Minn. Official organ Farmer-Labor Party. Established 1930, 7 cols., 4 pp., $1.50 per yr., 5c per issue. V. J. Steffire, ed. Local and national labor news. Local general news. Local and national ads. Uses mats. 55,000 circ., publisher's report. FP."
FARMER-LABOR GROUPS,"NORTHERN MINNESOTA LEADER (w) Thurs. Roseau, Minn. Official organ Roseau County Farmer- Labor Association. Est. 1931, 7 cols., $1.50 per yr. Verner Nelson, ed. Uses mats. 2,500 circ., esti mated."
FARMER-LABOR GROUPS,"NORTHLAND TIMES (w) Fri. Bemidji, Minn. Offi cial organ Farmer-Labor Party of Beltrami County. Est. 1933, 5 cols., 20 pp., $1.50 per yr. R. W. Brad ford, ed. Local farmer-labor news. Local and na tional general news. Sports, theater news, church news. Local and national ads ; classified ads. Uses mats. 3,500 circ., estimated."
FARMER-LABOR GROUPS,"OHIO FARM BUREAU NEWS (m) 1st of mo. Edit. add., 246 N. High St., Columbus, Ohio. Pubn. add., 165 S. Main St., Spencer, Ind. Official organ Ohio Farm Bureau Federation. Ind. Est. 1921, 8i/2 by 111/2 in., 34 pp., 50c per yr. J. R. Moore, ed. Local and national farmer-labor news. Local and national ads ; classified ads. Uses mats."
FARMER-LABOR GROUPS,"SOUTH DAKOTA NEWS (w). Wentworth, S. D. Official organ South Dakota Farmer-Labor Party. Est. 1908. 800 circ., estimated. "
"OTHER ""LEFT WING"" ORGANIZATIONS","CHALLENGE (w) Sat. 229 Avenue A., New York, N. Y. Official organ Libertarian (Anarchist) Move ment. Est. 1938, 5 cols., 4 pp., $2 per yr., 5c per issue. Abe Coleman, ed. Local and national labor news. Book reviews. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","FIGHTING WORKER, THE (f ) 1st and 15th of mo. 1904 Division St., Chicago, Ill. Official organ Revo lutionary Workers League of the U. S., 4th Inter national. Est. 1938, 5 cols., 4 pp., 50c per yr., 5c per issue. Local and national labor and general news. No ads. Uses mats."
"OTHER ""LEFT WING"" ORGANIZATIONS","INDUSTRIAL UNIONIST (m) 1st of mo. 1301 Bos ton Rd., New York, N. Y. Official organ Industrial Union Party. Established 1933, 8 by 11 in., 14 pp., 50c per yr., 5c per issue. J. Manton, bus mgr. Na tional labor and general news. Book reviews. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","INTERNATIONAL NEWS (m) 1st of mo. 1904 Di vision St., Chicago, Ill. Official organ Provisional International Contact Commission of the New Com munist (4th) International. Est. 1939, 8% by 11 in., 22 pp., 5c per issue. National labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","LABOR FRONT (m) 1st of mo. 51 E. 19th St., New York, N. Y. Official organ League for a Revolution ary Workers' Party, U. S. Section. Ind. Est. 1934, 4 cols., 6 pp., 5c per issue. Local and national labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","LABOR POWER (m) 1st of mo. 1301 Boston Rd., New York, N. Y. Official organ Socialist Union Party. Established 1939, 6 by 9 in., 19 pp., 50c per yr., 5c per issue. B. Bobbins, A. Levine, F. Pierson, eds. National labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","LIVING MARXISM (m. irreg.) 1st of mo. P. O. Box 5343, Chicago, Ill. Official organ Groups of Council Communists. Established 1936, 6 by 9 in., 31 pp., $1 per yr., 15c per issue. National labor and general news. Book reviews. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","MAN (im) 1st of mo. P. O. Box 971, Los Angeles, Calif. Official organ Anarchist Movement. An. Est. 1933, 3 cols., 8 pp., $1 per yr., 5c per issue. Marcus Graham, ed. Local and national labor news. Na tional general news. Art and literature page. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","NEW INTERNATIONAL, THE (m) 1st of mo. 116 University PL, New York, N. Y. Official organ So cialist Workers Party. Established 1935, 9 by 12 in., 27 pp., $2 per yr., 20c per issue. James Burnham, Max Schachtman, eds. National labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","NEWS OF THE WEEK (w) Mon. 151 W. 40th St., New York, N. Y. Official organ American Labor Party. Est. 1935, 2 cols., 1 p. Alex Rose, ed. Local labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","PEOPLE (w) Sat. 61 Cliff St., New York, N. Y. Offi cial organ Socialist Labor Party. Est. 1891, 7 cols., $2 per yr. 7,000 circ., estimated."
"OTHER ""LEFT WING"" ORGANIZATIONS","PROLETARIAN OUTLOOK (f) 1st and 15th of mo. 137 E. 13th St., New York, N. Y. The Proletarian Group, pubr. Ind. Est. 1935, 8i/2 by 11 in., 23 pp., 5c per issue. National labor and general news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","SOCIALIST APPEAL (3 issues weekly) Mon., Wed., Fri. 116 University Pl., New York, N. Y. Official organ Socialist Workers Party. Established 1937, 8 cols., 4 pp., $2 per yr., 3c per issue. Max Schachtman, ed. Local and national labor news. No ads."
"OTHER ""LEFT WING"" ORGANIZATIONS","WEEKLY PEOPLE (w) Sat. Edit, add., P. O. Box 1076, Church St. Annex, New York, N. Y. Pubn. add., 61 Cliff St., New York, N. Y. Official organ The Socialist Labor Party. SLP. Est. 1890, 7 cols., 6 pp., $2 per yr., 5c per issue. Arnold Petersen, sec. Local and national labor news. Book reviews. No ads. "
"OTHER ""LEFT WING"" ORGANIZATIONS","ANCHORAGE WEEKLY TIMES (w) Thur. Anchor age, Alaska. Anchorage Times Publishing Company, pubr. Ind. Est. 1916, 6 cols., $2.50 per yr. R. B. Atwood, ed. Uses mats. 512 circ., estimated."
GENERAL LABOR PUBLICATIONS,"ALASKA LABOR DISPATCH. Juneau, Alaska. ARIZONA"
GENERAL LABOR PUBLICATIONS,"ARIZONA INDEPENDENT LABOR NEWS (m) last Fri. of mo. P. O. Box 1411, Tucson, Ariz. Ind. Est. 1938, 5 cols., 12 pp., $3 per yr. F. G. Cooper, ed. Local and national labor and general news. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"OPEN FORUM, THE (w) Sat. 257 S. Spring St., Los Angeles, Calif. Official organ American Civil Lib erties Union, Southern California Branch. Ind. Est. 1924, 3 cols., 2 pp., $1 per yr., 5c per issue. C. J. Taft, ed. Local and national labor news. No ads. UNS."
GENERAL LABOR PUBLICATIONS,"CALIFORNIA LABOR REVIEW (w) Fri. 5823 Oc cidental St., Oakland, Calif. The California Labor Press Association, pubr. Ind. Est. 1938, 8 cols., 4 pp., $2 per yr., 5c per issue. Warren H. Corn- well, ed. Local and national labor and general news. . Consumer notes. No ads."
GENERAL LABOR PUBLICATIONS,"FROM APATHY TO ACTION (m) 15th of mo. 472 Russ Bldg., San Francisco, Calif. Official organ Associated Farmers of California, Inc. Ind. Est. 1939, 2 cols., 4 pp., 50c per yr. Local and national farmer-labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"LEADER (w) Sat. 122 9th St., San Francisco, Calif. Aldus Press Co., pubr. Ind. Est. 1902, 8 cols., $3 per yr. John Considine, ed. Uses mats. 15,000 circ., estimated."
GENERAL LABOR PUBLICATIONS,"DENVER LABOR BULLETIN (m) 1st of mo. 1255 Penn St., Denver, Colo. Ind. Est. 1905, 5 cols., 4 pp. av., $1 per yr. E. J. Hines, ed. Local and na tional labor and general news. Local ads."
GENERAL LABOR PUBLICATIONS,"ECONOMIC JUSTICE (m) 1st of mo. 87 Orange St., New Haven, Conn. Official organ National Religion and Labor Foundation. Ind. Est. 1932, 3 cols., 4 pp., 25c per yr. W. E. Uphans, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"I. L. O. MONTH BY MONTH, THE (m) 1st of mo. 734 Jackson Pl., Washington, D. C. Official organ International Labor Office. Ind. Est. 1939, 6% by 9*4 in.. 27 pp. National labor news. Uses mats."
GENERAL LABOR PUBLICATIONS,"INTERNATIONAL LABOUR REVIEW (m) 1st of mo. 734 Jackson Pl., Washington, D. C. Official organ of International Labour Office. Ind. Est. 1900, 6 by 9% in., 140 pp. av., $6 per yr., 60c per issue. National labor and general news. Book re views. International ads."
GENERAL LABOR PUBLICATIONS,"LABOR RELATIONS REPORTER (w) Mon. 2201 M St., N. W., Washington, D. C. Official organ Bureau of National Affairs, Inc. Ind. Est. 1935, by 11 in., 28 pp. Dean Dinwoodey, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"LIFE AND LABOR BULLETIN (irreg.). 307 Ma chinists Bldg., Washington, D. C. Official organ National Women's Trade Union League. Ind. Est. 1922, 8i/2 by 11i/2 in., 4 pp. National labor and gen eral news. No ads."
GENERAL LABOR PUBLICATIONS,"NATIONAL BULLETIN, LABOR'S NON-PARTISAN LEAGUE (b-m) irreg. 1037 Earle Bldg., Wash ington, D. C. Official organ Labor's Non-Partisan League. Ind. Est. 1937, 8 by 10i/2 in., 4 pp., 1c per issue. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"MONTHLY LABOR REVIEW (m) 1st of mo. U. S. Dept. of Labor, Washington, D. C. Official organ U. S. Dept. of Labor. Ind. Est. 1915, 6 by 9 in., 264 pp. ay., $3.50 per yr., 30c per issue. H. S. Hanna, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"NEWS FOR FARMER COOPERATIVES (m) 1st of mo. U. S. Government Printing Office, Washington, D. C. Official organ Farm Credit Administration. Est. 1934, 8 by 11i/2 in., 24 pp., $1 per yr., 10c per issue. National farmer-labor news. Uses mats."
GENERAL LABOR PUBLICATIONS,"COLUMBUS LABOR ADVERTISER, THE (w) Thur. 1335 6th Ave., Columbus, Ga. Columbus Office Sup ply Co., pubr. Est. 1928, 7 cols., $2 per yr. L. C. Kunze, ed. Uses mats. 1,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"BIBB RECORDER, THE (w) Fri. Macon, Ga. Bibb Manufacturing Co., pubr. Ind. Est. 1919, 8 cols., 6 pp. Alberta Trulock, ed. Local labor and general news. Movies, radio. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"FOX RIVER LEADER, THE (w) Thur. Aurora, Ill. Fox River Leader, pubr. Ind. Est. 1903, 6 cols., . $2 per yr. J. G. Bodry, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"AMERICAN FARM BUREAU FEDERATION OFFI CIAL NEWS LETTER (f ) Mon. 58 E. Washington St., Chicago, Ill. Official organ American Farm Bu reau Federation. Ind. Est. 1922, 4 cols., 4 pp., 70c ; per yr. W. R. Ogg, ed. Local and national farmer- labor news. No ads."
GENERAL LABOR PUBLICATIONS,"MILWAUKEE MAGAZINE, THE (m) 1st of mo. Union Station Bldg., Chicago, Ill. Official organ Chicago, Milwaukee, St. Paul and Pacific Railway Company. Ind. Est. 1913, 8 by 11 in., 32 pp., $1 per yr., 10c per issue. Carpenter Kendall, ed. Local and national labor and general news. Club news, agriculture department, women's section. Local and national ads ; classified ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"NATION'S AGRICULTURE, THE (m; b-m July and Aug.) 1st of mo. Edit. add., 58 E. Washington St., Chicago, Ill. Pubn. add., 125 E. Brackenridge St., Fort Wayne, Ind. Official organ American Farm ; Bureau Federation. Ind. Est. 1926, 3 cols., 17 pp., $1 per yr., 5c per issue. J. J. Lacey, ed. Local and national farmer-labor news. Women's page. Local and national ads. Uses mats. 425,000 circ., esti mated."
GENERAL LABOR PUBLICATIONS,"NEW AMERICAN, THE (f; ex. m. Aug., Sept.). P.O. Box 1311, Chicago, Il1. Official organ New America. Ind. Est. 1937, 4 cols., 4 pp., 50c per yr., 2c per issue. R. S. Childs, J. T. Bobbitt, eds. National, labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"RAILROAD PENSION REVIEW (m) 1st of mo. 110 S. Dearborn St., Chicago, Ill. Official organ The Railroad Employes' National Pension Association, Inc. Ind. Est. 1931, 4 cols., 6 pp. av., $4 per yr. J. L. Cosgrove, ed. Local and national labor news. No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"RAILWAY EMPLOYEES JOURNAL (m) 1st of mo. Edit. add., 901 Montrose Ave., P.O. Box 790, Chicago. Ill. Pubn. add., 404 N. Wesley Ave., Mt. Morris, Ill. Official organ Benefit Association of Railway Em ployees. Ind. Est. 1912, 8i/2 by 11i/2 in., 23 pp., $1 per yr., 10c per issue. A. L. Miller, ed. National labor news. Women's page. No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"UNION SERVER, THE (w) Thur. 10 N. Clark St., Chicago, Ill. The Union Server, Inc., pubr. Ind. Est. 1936, 5 cols., 16 pp., $2 per yr. G. W. Blakeley, ed. Local and national labor news. Sports. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"VERMILION COUNTY STAR, THE (w) Thur. 106 W. Main St., Danville, Ill. Vermilion County Pub lishing Association, pubr. Est. 1921, 7 cols., 8 pp., $2.50 per yr. E. J. Lewis, ed. Local and national labor and general news. Comics, recipes. Local and national ads. Uses mats. 5,500 circ., publisher's report. AFLWNS, FP."
GENERAL LABOR PUBLICATIONS,"BRIDGE, THE (m) 1st of mo. Edit. add., 1002 Lin coln Park Drive, Decatur, Il1. Pubn. add., 4600 Di- versey Ave., Chicago, Ill. Official organ Credit Union National Association. Ind. Est. 1935, Si/2 by 11% in., 24 pp., $1 per yr., 10c per issue. R. G. Long, ed. National labor and general news. National ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"GALESBURG LABOR NEWS (w) Fri. 56 N. Cherry St., Galesburg., Ill. The Labor News Co., Inc., pubr. Ind., Est. 1895, 6 cols., 4 pp., $1.50 per yr. T. R. Downie, ed. Columnist: F. W. Braun. Local and national labor and general news. Local and national ads; classified ads. 2,300 circ., publisher's report. ILNS."
GENERAL LABOR PUBLICATIONS,"TRIBUNE (w) Fri. Connersville, Ind. Fayetter Press, pubr. Est. 1933, 7 cols., $1 per yr. R. J. Richardson, ed. Uses mats. 1,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"CENTRAL LABOR NEWS (w). 610 Main St., Gary, Ind. Est. 1909. F. G. McCoy, ed. Uses mats. 2,000 circ., estimated. AFLWNS, UNS."
GENERAL LABOR PUBLICATIONS,"LABOR DIGEST, THE (m) 1st of mo. Labor Digest Bldg., Indianapolis, Ind. Labor Digest Publishing Co., pubr. Ind. Est. 1928, 5 cols., 8 pp., $2 per yr. N. A. Zolezzi, ed. Local and national labor news. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"LABOR NEWS, SOUTH BEND EDITION, THE (w) Fri. 724 S. Michigan St., South Bend, Ind. Official organ 9 local unions of South Bend. Ind. Est. 1927, 8 cols., 4 pp., Alvin Hagey, ed. Local and national labor news. Consumer notes. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"SPOTLIGHT AND PROGRESSIVE NEWS, ,THE (w) Sat. Box 302, Denison, Iowa. Ind. Est. 1937, 2 cols., 6 pp. Local and national labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"UNION LABOR REVIEW, THE (m) 1st of mo. 400 Youngerman Bldg., Des Moines, Iowa. Union Labor Review, pubr. Ind. Est. 1930, 6 cols., 8 pp., 40c per yr., 5c per issue. Frank McCarthy, ed. Local and national labor news. Local and national ads. Uses mats. 4,000 circ., estimated."
GENERAL LABOR PUBLICATIONS,"DUBUQUE LEADER, THE (w) Fri. Main and 6th Sts., Dubuque, Iowa. Iowa Cooperative Publishing Company, pubr. Ind. Est. 1906, 7 cols., 4 pp., $2 per yr., 5c per issue. Roland White, ed. Local and national labor news. Local general news. Movies. Local ads. 2,610 circ., estimated. UNS, AFLWNS."
GENERAL LABOR PUBLICATIONS,"CENTRAL IOWA INDEPENDENT (w) Thur. 103 E. Church St., Marshalltown, Iowa. Ind. Est. 1939, 5 cols., 6 pp., $1.50 per yr. W. C. Koett, ed. Local and national labor and general news. Local and na tional ads ; classified ads. Legal notices. Uses mats."
GENERAL LABOR PUBLICATIONS,"MASON CITY NEWS (w) Fri. 16% W. State St., Mason City, Iowa. The Mason City News, pubr. Ind. Est. 1938, 6 cols., 4 pp., $1.50 per yr. L. M. Wicklander, ed. Local and national labor news. Lo cal general news. Movies, legal notices. Local and national ads. Uses mats. 1,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"UNIONIST AND PUBLIC FORUM, THE (w) Thur. 613i/2 Nebraska St., P. O. Box 1197, Sioux City, Iowa. Unionist & Public Forum, pubr. Ind. Est. 1927, 7 cols., 4 pp., $2 per yr., 5c per issue. W. M. Short, ed. Local and national labor and general news. Women's page. Local ads. 5,000 circ., publisher's report."
GENERAL LABOR PUBLICATIONS,"LABOR REVIEW, THE (w) Fri. 111 N. Walnut St., Hutchinson, Kan. Official organ National Social Security League. Ind. Est. 1926, 5 cols., $1 per yr. H. W. Soughworth, ed. Uses mats. 800 circ., pub lisher's report. AFLWNS."
GENERAL LABOR PUBLICATIONS,"UNION MESSENGER AND PERRY COUNTY NEWS, THE (w) Thur. 440 Main St., Hazard, Ky. Union Messenger and Perry County News, Inc., pubr. Ind. Est. 1935, 6 cols., 8 pp., $2 per yr. Mrs. J. F. Nolan, ed. Columnist : F. W. Braun. Local and na tional labor and general news. Local and national ads. Uses mats. 3,900 circ., estimated."
GENERAL LABOR PUBLICATIONS,"UNION ADVOCATE (w) Tues. Pikeville, Ky. Union Publishing Co., Inc., pubr. Est. 1935, 8 cols., $2 per yr. T. J. Holland, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"MARYLAND LEADER (w) Sat. 1029 E. Baltimore St., Baltimore, Md. Marshall Leader Association, pubr. Est. 1929, 7 cols., $1 per yr. M. L. Polin, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"LABOR HERALD (w) Fri. 4 E. Redwood St., Balti more, Md. Herald Cooperative Press, pubr. Ind. Est. 1936, 5 cols., 8 pp., $1.50 per yr., 5c per issue. C. S. Bernstein, ed. Local and national labor and general news. Comics, sports. Local ads ; want ads. Uses mats. 12,000 circ., estimated. AFLWNS."
GENERAL LABOR PUBLICATIONS,"WAGE EARNER, THE (f ) Mon. 27 School St., Bos ton, Mass. Interstate Pub. Co., pubr. Ind. Est. 1909, 5 cols., 10 pp., $2.50 per yr., 10c per issue. L. H. Bonner, Jr., asst. pubr. Local and national labor and general news. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"BROCKTON LABOR JOURNAL. 92 Crescent St., Brockton, Mass."
GENERAL LABOR PUBLICATIONS,"INDUSTRIAL UNIONIST (m) 1st of mo. 390 Main St., Worcester, Mass. Est. 1937. L. V. Smith, ed. Local ads. Uses mats. 67,000 circ., estimated. UNS, FP."
GENERAL LABOR PUBLICATIONS,"MICHIGAN LABOR LEADER, THE (f) Fri. 50 Harper Avenue, Detroit, Mich. Official organ As sociation of Catholic Trade Unionists. Detroit Chapter. Ind. Est. 1939, 5 cols., 4 pp., $1.20 per yr., 5c per issue. Local and national labor news, national general news. Local ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"I. M. A. NEWS, THE (w) Thur. I. M. A. Club Bldg., Flint, Mich. Official organ Industrial Mutual Asso ciation of Flint. Ind. Est. 1909, 5 cols., 12 pp. av., 2c per issue. J. E. Morre, ed. Local and national labor news. Sports, radio. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"CHRISTIAN LABOR HERALD (w) Sat. 227 Ottawa Ave. N. W., Grand Rapids, Mich. Official organ Christian Labor Association of the United States. Ind. Est. 1878, 5 cols., $1.50 per yr. J. Gritter, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"TIMES (w) Thur. Michigan Center, Mich. W. L. Cruthers, pubr. Est. 1934, 6 cols., $1 per yr. W. L. Cruthers ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"TRI - CITY LABOR REVIEW (w) Thur. 224 Mont gomery Block, Muskegon, Mich. Official organ Port Cities Industrial Union Council and Muskegon Trades and Labor Council. AFL. CIO. Est. 1934, 5 cols., 8 pp., $1.50 per yr. E. J. Drabinski, ed. Local and national labor and general news. Movies. Local ads. 4,000 circ., sworn statement."
GENERAL LABOR PUBLICATIONS,"STEEL PLANT NEWS (m) Sat. 14 E. Gary St., Du luth, Minn. H. B. Kaltenhauser, pubr. Est. 1913, 7 cols., $1 per yr. H. B. Kaltenhauser, ed."
GENERAL LABOR PUBLICATIONS,"ST. LOUIS COUNTY INDEPENDENT (w) Fri. 104 W. Howard St., Hibbing, Minn. St. Louis County Independent, pubr. Ind. Est. 1922, 7 cols., 6 pp., $2 per yr. Oscar Widstrand, ed. Columnist : Henry Zon. Local and national labor and general news. Consumers' notes, legal notices. Local and national ads. Uses mats. 1,500 circ., estimated. FP."
GENERAL LABOR PUBLICATIONS,"TRI - COUNTY FORUM (w) Thur. Thief River Falls, Minn. Forum Publishing Company, pubr. Ind. Formerly Thief River Falls Forum. Est. 1932, 7 cols., 12 pp., $1.50 per yr. J. H. Ulvan, ed. Col umnist : Henry Zon. Local, national labor and gen eral news. Church news, legal notices, sports. Local and national ads; classified ads. Uses mats. 2,778 circ., estimated. ILNS, FP."
GENERAL LABOR PUBLICATIONS,"CENTRAL - BLATT AND SOCIAL JUSTICE (m., b-m) 1st of mo. 3835 Westminster PL, St. Louis, Mo. Official organ Catholic Central Verein of Amer ica and the Central Bureau. Ind. Est. 1908, 7% by 10i/å¬å£ in., 32 pp. av., $2 per yr., 20c per issue. National labor and general news. German language section. Local and national ads."
GENERAL LABOR PUBLICATIONS,"M - K - T EMPLOYEES' MAGAZINE, THE (m) 1st of mo. Railway Exchange Bldg., St. Louis, Mo. Official organ Missouri-Kansas-Texas Lines. Ind. Est. 1913, 8 1/2 by 12 in., 16 pp. W. A. Johnson, ed. Local and national labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"EYE OPENER (w) Fri. 741 S. Arizona St., Butte, Mont. C. A. Hauswirth, pubr. and ed. Ind. Est. 1932, 8 cols., 4 pp., $2 per yr. Local and national labor and general news. Radio. Local ads. Uses mats. FP."
GENERAL LABOR PUBLICATIONS,"INDUSTRY AND LABOR (m) 1st of mo. 89 Man chester St., Manchester, N. H. Official organ Indus try and Labor. Ind. Est. 1927, 10%, by 13i/2 in., 14 pp., $1.50 per yr., 15c per issue. W. K. Putney, ed. National labor and general news."
GENERAL LABOR PUBLICATIONS,"NEW HAMPSHIRE LABOR REVIEW (m) 1st of mo. 89 Manchester St., Manchester, N. H. W. W. Cowan, pubr. Est. 1923, 2 cols., $1.50 per yr. A. P. Morley, ed. No ads."
GENERAL LABOR PUBLICATIONS,"RAILROAD EMPLOYEE, THE (m) 1st of mo. 494 Broad St., Newark, N. J. Railroad Employee Pub. Co., Inc., pubr. Est. 1891, 3 cols., $1 per yr. A. L. Cord, ed. 18,000 circ., estimated."
